CODIGO_MODULAR,NOMBRE_INSTITUCION,NOMBRE_DEPARTAMENTO,TIPO_GESTION,TIPO_INSTITUCION,FECHA_EMISION_TITULO,FECHA_GENERACION_CODIGO,CODIGO_TITULO_GENERADO,FAMILIA_PRODUCTIVA,NOMBRE_CARRERA,NIVEL_FORMACION
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,A02201800055,PESCA,TECNOLOGÍA PESQUERA,PROFESIONAL TÉCNICO
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,A02201800054,PESCA,TECNOLOGÍA PESQUERA,PROFESIONAL TÉCNICO
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,J26201808088,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,A02201800053,PESCA,TECNOLOGÍA PESQUERA,PROFESIONAL TÉCNICO
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,A02201800052,PESCA,TECNOLOGÍA PESQUERA,PROFESIONAL TÉCNICO
1016286,RICARDO RAMOS PLATA,PIURA,PUBLICO,IEST,30/10/2018,31/12/2018,J26201808087,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808086,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808085,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808084,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808083,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808082,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808081,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808080,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808079,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,J26201808078,TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES - TICS,COMPUTACIÓN E INFORMÁTICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801217,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813821,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813820,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813819,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801216,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801215,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813818,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813817,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813816,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813815,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801214,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813814,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801213,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,A01201802445,ACTIVIDADES AGROPECUARIAS Y FORESTALES,AGROPECUARIA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801212,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813813,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813812,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801211,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813811,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813810,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813809,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801210,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801209,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,C06201800518,"INDUSTRIA ALIMENTARIA, BEBIDAS Y TABACO",INDUSTRIAS ALIMENTARIAS,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,C06201800517,"INDUSTRIA ALIMENTARIA, BEBIDAS Y TABACO",INDUSTRIAS ALIMENTARIAS,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813808,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813807,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801208,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813806,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813805,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813804,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801207,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,C06201800516,"INDUSTRIA ALIMENTARIA, BEBIDAS Y TABACO",INDUSTRIAS ALIMENTARIAS,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813803,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801206,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,G21201801205,ACTIVIDAD AUTOMOTRÍZ,MECÁNICA AUTOMOTRIZ,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813802,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813801,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN LABORATORIO CLÍNICO,PROFESIONAL TÉCNICO
0795914,SAUSA,JUNIN,PUBLICO,IEST,10/09/2018,31/12/2018,Q32201813800,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813799,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813798,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813797,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813796,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813795,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813794,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813793,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813792,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813791,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,C18201801334,INDUSTRIA DIVERSAS,TÉCNICA EN PRÓTESIS DENTAL,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813790,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FARMACIA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813789,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FARMACIA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813788,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813787,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FARMACIA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813786,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813785,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FARMACIA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813784,SERVICIOS SOCIALES Y DE SALUD,TÉCNICA EN FARMACIA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813783,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
1114206,DE LA CLINICA RICARDO PALMA,LIMA,PRIVADO,IEST,13/11/2018,31/12/2018,Q32201813782,SERVICIOS SOCIALES Y DE SALUD,ENFERMERÍA TÉCNICA,PROFESIONAL TÉCNICO
